CIDL,代称,日冲策分,仓周类,月基带周,月基带日,月基策略,行业益盟,是宽基指数
sz000498,山东路桥,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),工程建筑,
sz000501,武商集团,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),零售业,
sz000503,国新健康,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),软件开发,
sz000504,南华生物,0.1,屎y,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),,
sz000505,京粮控股,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),农林,
sz000506,招金黄金,74.2,嘘y,(嘘)▽(忠),(嘘)↗(忐)▲(上),NA(空看),黄金,
sz000507,珠海港,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),港口,
sz000509,华塑控股,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),医疗服务,
sz000510,新金路,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),化学原料,
sz000513,丽珠集团,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),医药制造,
sz000514,渝 开 发,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),房地产,
sz000516,国际医学,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),医疗服务,
sz000517,荣安地产,86,屎r,(屎)↗(忐),(银)▲(忐)▲(上),NA(空看),房地产,
sz000518,四环生物,30,金b,(金)▲(上),(金)○(中)○(忠),多长(不定),医药制造,
sz000519,中兵红箭,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),航天国防,
sz000520,凤凰航运,0.1,屎z,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),水上运输,
sz000521,长虹美菱,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),家电,
sz000523,红棉股份,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),综合行业,
sz000524,岭南控股,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),旅游综合,
sz000525,红太阳,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),农药,
sz000526,学大教育,80.8,唏a,(唏)↗(上),(唏)↗(上)▲(上),多被(唏),教育,
sz000528,柳    工,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),工程机械,
sz000529,广弘控股,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),食品加工,
sz000530,冰山冷热,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),专用设备,
sz000531,穗恒运Ａ,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),电力,
sz000532,华金资本,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),多元金融,
sz000533,顺钠股份,74.2,嘘y,(嘘)▽(忠),(嘘)↗(忐)▲(上),NA(空看),高低压设备,
sz000534,万泽股份,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),生物制品,
sz000536,华映科技,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),电子元件,
sz000537,绿发电力,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),电力,
sz000538,云南白药,80.9,唏a,(唏)↗(上),(银)▲(上)▲(上),多被(唏),中药,
sz000539,粤电力Ａ,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电力,
sz000541,佛山照明,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),家电,
sz000543,皖能电力,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),电力,
sz000544,中原环保,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),公用事业,
sz000545,金浦钛业,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),化学原料,
sz000546,金圆股份,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),环境保护,
sz000547,航天发展,0.5,尿y,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),航天国防,
sz000548,湖南投资,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),高速公路,
sz000550,江铃汽车,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),汽车制造,
sz000551,创元科技,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),环境保护,
sz000552,甘肃能化,85.1,屎r,(屎)↗(忐),(金)▲(忐)▲(上),NA(空看),煤炭开采,
sz000553,安道麦A,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),农药,
sz000554,泰山石油,1.9,尿y,(尿)▽(忠),(屎)○(忠)↗(上),NA(空看),石油石化,
sz000555,神州信息,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),软件服务,
sz000557,西部创业,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),铁路运输,
sz000558,天府文旅,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),景点,
sz000559,万向钱潮,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),汽车零部件,
sz000560,我爱我家,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),房地产,
sz000561,烽火电子,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),通信设备,
sz000563,陕国投Ａ,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),多元金融,
sz000564,供销大集,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),零售业,
sz000565,渝三峡Ａ,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),化学制品,
sz000566,海南海药,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),医药制造,
sz000567,海德股份,86,唏r,(唏)↗(忐),(银)▲(忐)▲(上),多被(唏),多元金融,
sz000568,泸州老窖,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),酿酒,
sz000570,苏常柴Ａ,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),汽车零部件,
sz000571,新大洲A,1.5,金c,(金)↘(下),(嘘)↘(下)▽(忑),多被(金),综合行业,
sz000572,海马汽车,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),汽车制造,
sz000573,粤宏远Ａ,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),电池,
sz000576,甘化科工,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),航天国防,
sz000581,威孚高科,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),汽车零部件,
sz000582,北部湾港,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(不定),港口,
sz000586,汇源通信,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),通信服务,
sz000589,贵州轮胎,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),橡胶,
sz000590,古汉医药,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),中药,
sz000591,太阳能,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),电力,
sz000592,平潭发展,2.2,尿y,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),农林,
sz000593,德龙汇能,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),公用事业,
sz000595,新能股份,0.8,尿z,(尿)▽(忑),(尿)▽(忑)▽(下),NA(空看),,
sz000596,古井贡酒,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),酿酒,
sz000597,东北制药,0.1,屎y,(屎)▽(忠),(屎)▽(忑)▽(忑),NA(空长),医药制造,
sz000598,兴蓉环境,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),公用事业,
sz000599,青岛双星,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),橡胶,
sz000600,建投能源,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电力,
sz000601,韶能股份,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),电力,
sz000603,盛达资源,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),有色金属,
sz000605,渤海股份,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),公用事业,
sz000607,华媒控股,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),文化传媒,
sz000608,阳光股份,10.8,金b,(金)↘(中),(金)○(中)↘(忑),多长(消极),商业物业经营,
sz000609,*ST中迪,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),,
sz000610,*ST西旅,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),,
sz000612,焦作万方,33.9,嘘y,(嘘)▽(忠),(嘘)○(忠)↗(上),NA(空看),有色金属,
sz000615,*ST美谷,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),,
sz000617,中油资本,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),多元金融,
sz000619,海螺新材,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),建材,
sz000620,盈新发展,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),房地产,
sz000623,吉林敖东,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),中药,
sz000625,长安汽车,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),汽车制造,
sz000626,远大控股,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),贸易,
sz000628,高新发展,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),工程建筑,
sz000629,钒钛股份,0.5,尿y,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),其他采掘,
sz000630,铜陵有色,14.4,嘘z,(嘘)▽(忑),(嘘)↘(忑)↗(上),NA(空看),有色金属,
sz000631,顺发恒能,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),房地产,
sz000632,ST三木,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),,
sz000633,合金投资,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),新材料,
sz000635,英 力 特,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),化学原料,
sz000636,风华高科,25.7,金c,(金)↘(下),(金)↘(下)↗(忐),多被(金),电子元件,
sz000637,茂化实华,0.8,屎z,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),石油石化,
sz000638,*ST万方,0,屎,(屎)▽(?),(屎)▽()▲(),NA(空长),,
sz000639,ST西王,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),,
sz000650,仁和药业,84.1,屎r,(屎)↗(忐),(唏)↗(忐)▲(上),NA(空看),中药,
sz000651,格力电器,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),家电,
sz000652,泰达股份,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),综合行业,
sz000655,金岭矿业,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),其他采掘,
sz000656,金科股份,0.1,屎z,(屎)▽(忑),(屎)▽(忑)▽(忑),NA(空长),,
sz000657,中钨高新,0.8,嘘z,(嘘)▽(忑),(嘘)↘(忑)▽(忑),NA(空看),有色金属,
sz000659,珠海中富,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),包装印刷,
sz000661,长春高新,84.1,屎r,(屎)↗(忐),(唏)↗(忐)▲(上),NA(空看),生物制品,
sz000663,永安林业,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),家具制造,
sz000665,湖北广电,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),文化传媒,
sz000668,荣丰控股,82.4,金c,(金)↘(下),(金)▲(上)▲(上),多被(金),,
sz000669,ST金鸿,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),,
sz000670,盈方微,1.9,尿z,(尿)▽(忑),(屎)○(忠)↗(上),NA(空看),电子设备,
sz000672,上峰材料,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),水泥,
sz000676,智度股份,84.1,唏a,(唏)↗(上),(唏)↗(忐)▲(上),多被(唏),营销传播,
sz000677,ST海龙,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),,
sz000678,襄阳轴承,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),汽车零部件,
sz000679,大连友谊,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),零售业,
sz000680,山推股份,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),工程机械,
sz000681,视觉中国,1.3,屎y,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),互联网传媒,
sz000682,东方电子,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),电气智能化设备,
sz000683,博源化工,1.7,尿y,(尿)▽(忠),(尿)○(忠)○(中),NA(空看),化学原料,
sz000685,中山公用,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),公用事业,
sz000686,东北证券,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),证券期货,
sz000688,国城矿业,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),有色金属,
sz000690,宝新能源,85.1,金y,(金)↘(忠),(金)▲(忐)▲(上),多被(金),电力,
sz000691,亚太实业,1.5,金c,(金)↘(下),(嘘)↘(下)▽(忑),多被(金),,
sz000692,惠天热电,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),公用事业,
sz000695,滨海能源,0.8,尿z,(尿)▽(忑),(尿)▽(忑)▽(下),NA(空看),电池,
sz000697,炼石航空,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),航天国防,
sz000698,ST沈化,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),,
sz000700,模塑科技,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),汽车零部件,
sz000701,厦门信达,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),汽车服务,
sz000702,正虹科技,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),饲料加工,
sz000703,恒逸石化,82.4,金b,(金)▲(上),(金)▲(上)▲(上),多长(不定),化纤,
sz000705,浙江震元,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),医药流通,
sz000707,双环科技,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),化学原料,
sz000708,中信特钢,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),钢铁,
sz000709,河钢股份,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),钢铁,
sz000710,贝瑞基因,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),医疗器械,
sz000711,ST京蓝,10.3,金z,(金)↘(忑),(金)↘(忑)○(忠),多被(金),,
sz000712,锦龙股份,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),证券期货,
sz000713,国投丰乐,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),农林,
sz000715,中兴商业,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),零售业,
sz000716,黑芝麻,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),食品加工,
sz000717,中南股份,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),钢铁,
sz000718,苏宁环球,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),房地产,
sz000719,中原传媒,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),文化传媒,
sz000720,新能泰山,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),高低压设备,
sz000721,西安饮食,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),酒店餐饮,
sz000722,湖南发展,0.1,尿y,(尿)▽(忠),(尿)▽(忑)▽(忑),NA(空看),电力,
sz000723,美锦能源,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),煤炭开采,
sz000725,京东方Ａ,2,金c,(金)↘(下),(金)↘(下)▽(忑),多被(金),电子元件,
sz000726,鲁  泰Ａ,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),纺织,
sz000727,冠捷科技,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),电子元件,
sz000728,国元证券,26.5,屎r,(屎)↗(忐),(屎)↗(忐)▲(忐),NA(空看),证券期货,
sz000729,燕京啤酒,80.9,金a,(金)▲(上),(银)▲(上)▲(上),多长(积极),酿酒,
sz000731,四川美丰,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),化肥,
sz000733,振华科技,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),航天国防,
sz000735,罗 牛 山,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),牧渔,
sz000736,中交发展,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),,
sz000737,北方铜业,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),有色金属,
sz000738,航发控制,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),航天国防,
sz000739,普洛药业,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(积极),医药制造,
sz000750,国海证券,68.5,屎a,(屎)↗(上),(屎)↗(上)▲(上),NA(空看),证券期货,
sz000751,锌业股份,0.5,尿y,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),有色金属,
sz000752,*ST西发,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),,
sz000753,漳州发展,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),汽车服务,
sz000755,山西高速,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),高速公路,
sz000756,新华制药,0.4,屎y,(屎)▽(忠),(屎)▽(忑)○(忠),NA(空长),医药制造,
sz000757,浩物股份,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),汽车零部件,
sz000758,中色股份,1.3,尿y,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),有色金属,
sz000759,中百集团,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),零售业,
sz000761,本钢板材,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),钢铁,
sz000762,西藏矿业,2.2,尿z,(尿)▽(忑),(尿)▽(忑)↗(忐),NA(空看),其他采掘,
sz000766,通化金马,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),医药制造,
sz000767,晋控电力,0.1,嘘z,(嘘)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电力,
sz000768,中航西飞,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),航天国防,
sz000776,广发证券,2,金b,(金)↘(中),(金)↘(下)▽(忑),多长(消极),证券期货,
sz000777,中核科技,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),通用设备,
sz000778,新兴铸管,5.3,尿y,(尿)▽(忠),(尿)○(忠)↗(上),NA(空看),钢铁,
sz000779,甘咨询,82.4,金a,(金)▲(上),(金)▲(上)▲(上),多长(不定),工程建筑,
sz000782,恒申新材,3,嘘z,(嘘)▽(忑),(嘘)↘(忑)○(忠),NA(空看),化纤,
sz000783,长江证券,10.8,金b,(金)↘(中),(金)○(中)↘(忑),多长(消极),证券期货,
sz000785,居然智家,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),商业物业经营,
sz000786,北新建材,1,屎y,(屎)▽(忠),(屎)○(忠)○(中),NA(空长),建材,
sz000788,北大医药,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),医药流通,
sz000789,万年青,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),水泥,
sz000790,华神科技,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),中药,
sz000791,甘肃能源,14.4,嘘y,(嘘)▽(忠),(嘘)↘(忑)↗(上),NA(空看),电力,
sz000792,盐湖股份,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),化肥,
sz000793,ST华闻,0.4,尿y,(尿)▽(忑),(屎)▽(忑)○(忠),NA(空看),,
sz000795,英洛华,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),新材料,
sz000796,凯撒旅业,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),旅游综合,
sz000797,中国武夷,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),房地产,
sz000798,中水渔业,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),牧渔,
sz000799,酒鬼酒,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),酿酒,
sz000800,一汽解放,84.1,屎r,(屎)↗(忐),(唏)↗(忐)▲(上),NA(空看),汽车制造,
sz000801,四川九洲,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),家电,
sz000802,北京文化,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),影视动漫,
sz000803,山高环能,1.3,尿y,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),环境保护,
sz000807,云铝股份,74.2,嘘y,(嘘)▽(忠),(嘘)↗(忐)▲(上),NA(空看),有色金属,
sz000809,和展能源,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),房地产,
sz000810,创维数字,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),家电,
sz000811,冰轮环境,2,金c,(金)↘(下),(金)↘(下)▽(忑),多被(金),专用设备,
sz000812,陕西金叶,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),包装印刷,
sz000813,德展健康,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),医药制造,
sz000815,美利云,0.8,嘘y,(嘘)▽(忠),(尿)▽(忑)▽(下),NA(空看),软件服务,
sz000816,智慧农业,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),汽车零部件,
sz000818,航锦科技,0.4,屎y,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),化学原料,
sz000819,岳阳兴长,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),石油石化,
sz000820,神雾节能,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),,
sz000821,ST京机,0.4,屎z,(屎)▽(忑),(屎)▽(忑)○(忠),NA(空长),,
sz000822,山东海化,1.9,屎z,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),化学原料,
sz000823,超声电子,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),电子元件,
sz000825,太钢不锈,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),钢铁,
sz000826,*ST启环,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),,
sz000828,东莞控股,84.1,唏r,(唏)↗(忐),(唏)↗(忐)▲(上),多被(唏),高速公路,
sz000829,天音控股,1,屎y,(屎)▽(忠),(屎)○(忠)○(中),NA(空长),零售业,
sz000830,鲁西化工,1.9,尿y,(尿)▽(忠),(屎)○(忠)↗(上),NA(空看),化学原料,
sz000831,中国稀土,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),有色金属,
sz000833,粤桂股份,0.1,尿z,(尿)▽(忑),(尿)▽(忑)▽(忑),NA(空看),综合行业,
sz000837,秦川机床,1.3,屎z,(屎)▽(忑),(屎)▽(忑)↗(忐),NA(空长),机床设备,
sz000838,*ST发展,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),,
sz000839,国安股份,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),文化传媒,
sz000848,承德露露,80.9,银a,(银)▲(上),(银)▲(上)▲(上),多被(银),饮料制造,
sz000850,华茂股份,1,屎y,(屎)▽(忠),(屎)○(忠)○(中),NA(空长),纺织,
sz000851,*ST高鸿,0,屎,(屎)▽(?),(屎)▽()▲(),NA(空长),,
sz000852,石化机械,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),专用设备,
sz000856,冀东装备,1.9,屎y,(屎)▽(忑),(屎)○(忠)↗(上),NA(空长),工程机械,
sz000858,五 粮 液,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),酿酒,
sz000859,国风新材,1.3,尿z,(尿)▽(忑),(尿)▽(忑)↗(上),NA(空看),塑料,
sz000860,顺鑫农业,33,屎y,(屎)▽(忠),(屎)↗(忐)▲(上),NA(空长),酿酒,
sz000862,银星能源,1,尿y,(尿)▽(忠),(屎)○(忠)○(中),NA(空看),电力,
sz000863,三湘印象,0.5,尿z,(尿)▽(忑),(尿)▽(忑)○(忠),NA(空看),房地产,
sz000868,安凯客车,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),汽车制造,
sz000869,张  裕Ａ,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),酿酒,
sz000875,电投绿能,1.9,尿y,(尿)▽(忠),(屎)○(忠)↗(上),NA(空看),电力,
sz000876,新 希 望,5.3,屎y,(屎)▽(忠),(屎)○(忠)↗(忐),NA(空长),饲料加工,
sz000877,天山股份,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),水泥,
sz000878,云南铜业,5.3,尿y,(尿)▽(忑),(尿)○(忠)↗(上),NA(空看),有色金属,
sz000880,潍柴重机,0.4,尿z,(尿)▽(忑),(屎)▽(忑)○(忠),NA(空看),汽车零部件,
sz000881,中广核技,0.8,屎y,(屎)▽(忑),(屎)▽(忑)↗(上),NA(空长),新材料,
sz000882,华联股份,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),商业物业经营,
sz000883,湖北能源,85.1,金r,(金)▲(忐),(金)▲(忐)▲(上),多长(不定),电力,
sz000885,城发环境,33,屎r,(屎)↗(忐),(屎)↗(忐)▲(上),NA(空看),环境保护,
sz000886,海南高速,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),高速公路,
sz000887,中鼎股份,0.4,尿z,(尿)▽(忑),(屎)▽(忑)○(忠),NA(空看),汽车零部件,
sz000888,峨眉山Ａ,1.9,屎y,(屎)▽(忠),(屎)○(忠)↗(上),NA(空长),景点,
